id,firstName,lastName,birthDate,party,represents,profileText
J000304,Ronny,Jackson,1967-05-04,Republican,TX,"a Representative from Texas; born in Texas, May 4, 1967; graduated from Levelland High School, Levelland, Tex., 1985; A.S., South Plains College, Levelland, Tex., 1988; B.S., Texas Agricultural and Mechanical University, Galveston, Tex., 1991; M.D., University of Texas Medical Branch, Galveston, Tex., 1995; United States Navy Reserve; United States Navy, 1995&ndash;2019, Rear Admiral; physician, White House Medical Unit, 2006&ndash;2018 ; Physician to the President, 2013&ndash;2018; Assistant to the President and Chief Medical Advisor, Executive Office of the President, Donald J. Trump, 2019; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
H001088,Jim,Hagedorn,1962-08-04,Republican,MN,"(son of Thomas Michael Hagedorn), a Representative from Minnesota; born in Blue Earth, Faribault County, Minn., August 4, 1962; graduated from Langley High School, McLean, Va.; B.A., George Mason University, Fairfax, Va.; staff, United States Representative Arlan Ingehart Stangeland of Minnesota, 1984-1991; staff, United States Treasury Department, 1991-2009; unsuccessful candidate for nomination to the One Hundred Twelfth Congress in 2010; unsuccessful candidate for election to the One Hundred Fourteenth Congress in 2014, and One Hundred Fifteenth Congress in 2016; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress, and served until his death (January 3, 2019-February 17, 2022); died on February 17, 2022; interment at Riverside Cemetery, Blue Earth, Minn."
C001120,Daniel,Crenshaw,1984-03-14,Republican,TX,"A Representative from Texas; born in Aberdeen, Scotland, March 14, 1984; B.A., Tufts University, Medford, Mass., 2006; M.P.A., Harvard University, Cambridge, Mass., 2017; United States Navy, 2006-2016; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
H001067,Richard,Hudson,1971-11-04,Republican,NC,"a Representative from North Carolina; born in Franklin, Va., November 4, 1971; graduated from Myers Park High School, Charlotte, N.C., 1990; B.A., University of North Carolina, Charlotte, N.C., 1996; communications director, North Carolina Republican party; business owner; staff, United States Representative Robert (Robin) Hayes of North Carolina, 2000-2005; staff, United States Representative Virginia Ann Foxx of North Carolina, 2005-2006; staff, United States Representative John R. Carter of Texas, 2006-2009; staff, United States Representative K. Michael Conaway of Texas, 2009-2011; elected as a Republican to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
S001135,Michelle,Steel,1955-06-21,Republican,CA,"a Representative from California; born in Seoul, South Korea, June 21, 1955; B.B.S., Pepperdine University, Malibu, Calif.; M.B.A. University of Southern California, Los Angeles, Calif., 2010; business professional; member, Calif. state board of equalization, 2007-2015; member of the Orange County, Calif. board of supervisors, 2015-2017, chair, 2017-2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021-present)."
F000474,Mike ,Flood,1975-02-23,Republican,NE,"a Representative from Nebraska; born in Omaha, Douglas County, Nebr., February 23, 1975; graduated from Norfolk Catholic High School, Norfolk, Nebr., 1993; B.A., University of Notre Dame, Notre Dame, Ind., 1997; J.D., University of Nebraska College of Law, Lincoln, Nebr., 2001; business owner; attorney; member of the Nebraska state legislature, 2005-2013, 2021-2022, speaker of the Nebraska state legislature, 2007-2013; elected as a Republican to the One Hundred Seventeenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Jeff Fortenberry (June 28, 2022-present)."
P000615,Gregory,Pence,1956,Republican,IN,"a Representative from Indiana; born in Columbus, Bartholomew County, Ind., November 14, 1956; graduated from Columbus North High School, Columbus, Ind., 1975; B.A., Loyola University, Chicago, Ill., 1979; M.B.A., Loyola University, Chicago, Ill., 1985; United States Marine Corps., 1979-1983; engaged in the oil industry; retail consultant; small business owner; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
L000577,Mike,Lee,1971,Republican,UT,"A Senator from Utah; born in Mesa, Ariz., June 4, 1971; graduated Brigham Young University, B.A., 1994; graduated Brigham Young University, J.D., 1997; law clerk to 3rd Circuit Court of Appeals Justice Samuel Alito 1998; lawyer; assistant U.S. attorney 2002-2005; counsel to Utah Governor John Huntsman 2005-2006; law clerk to United States Supreme Court Justice Samuel Alito 2006-2007; lawyer; elected as a Republican to the United States Senate in 2010; reelected in 2016 for the term ending January 3, 2023; vice chair, Joint Economic Committee (One Hundred Fifteenth Congress); chair, Joint Economic Committee (One Hundred Sixteenth Congress)."
W000825,Jennifer,Wexton,1968-05-27,Democrat,VA,"a Representative from Virginia; born in Washington, D.C., May 27, 1968; graduated from Walt Whitman High School, Bethesda, Md., 1986; B.A., University of Maryland, College Park, Md., 1992; J.D., College of William and Mary Law School, Williamsburg, Va., 1995; lawyer, private practice; assistant commonwealth attorney, Loudon County, Va., 2001-2005; substitute judge, Loudon, Va., 2010-2011; member of the Virginia state senate, 2014-2018; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
F000462,Lois,Frankel,1948,Democrat,FL,"a Representative from Florida; born in New York, New York County, N.Y., May 16, 1948; graduated from Great Neck South High School, Great Neck, N.Y., 1966; B.A., Boston University, Boston, Mass., 1970; J.D., Georgetown University, Washington, D.C., 1973; lawyer, private practice; member of the Florida state house of representatives, 1986-1992, 1994-2002; minority leader, 2000-2002; Mayor of West Palm Beach, Fl., 2003-2011; unsuccessful candidate for election to the One Hundred Third Congress in 1992; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
G000563,Bob,Gibbs,1954-06-14,Republican,OH,"A Representative from Ohio; born in Peru, Miami County, Ind., June 14, 1954; graduated from Bay Village Senior High School, Bay Village, Ohio, 1972; A.A.S., Ohio State University Agricultural Technical Institute, Wooster, Ohio, 1974; technician; farmer; business owner; president, Ohio Farm Bureau Federation; member of the Ohio state house of representatives, 2003-2009; member of the Ohio state senate, 2009-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present)."
P000603,Rand,Paul,1963,Republican,KY,"a Senator from Kentucky; born in Pittsburgh, Pa., January 7, 1963; attended Baylor University, 1981-1984; graduated Duke University, M.D., 1988; ophthalmologist; elected as a Republican to the United States Senate in 2010; reelected in 2016 for the term ending January 3, 2023; was an unsuccessful candidate for the Republican presidential nomination in 2016."
H001071,Jody,Hice,1960,Republican,GA,"a Representative from Georgia; born in Atlanta, Fulton County, Ga., April 22, 1960; graduated from Tucker High School, Tucker, Ga., 1978; B.A., Asbury College, Wilmore, Ky., 1982; M.Div., Southwestern Baptist Theological Seminary, Fort Worth, Tex., 1986; D.Min., Luther Rice University and Seminary, Lithonia, Ga., 1988; pastor; talk radio host; unsuccessful candidate for nomination to the One Hundred Twelfth Congress in 2010; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
B000574,Earl,Blumenauer,1948-08-16,Democrat,OR,"A Representative from Oregon; born in Portland, Multnomah County, Oreg., August 16, 1948; graduated from Centennial High School, Portland, Oreg., 1966; B.A., Lewis and Clark College, Portland, Oreg., 1970; J.D., Lewis and Clark Law School, Portland, Oreg., 1976; assistant to the president of Portland State University, Portland, Oreg., 1970-1977; member of the Oregon state house of representatives, 1973-1978; member of the board of directors, Portland Community College, 1975-1981; Multnomah County, Oreg., commissioner, 1978-1985; Portland, Oreg., city commissioner, 1986-1996; served on the Governor&rsquo;s commission on higher education, 1990-1991; elected as a Democrat, by special election, to the One Hundred Fourth Congress to fill the vacancy caused by the resignation of United States Representative Ronald Lee Wyden, and reelected to the thirteen succeeding Congresses (May 21, 1996-present)."
W000809,Steve,Womack,1957-02-18,Republican,AR,"a Representative from Arkansas; born in Russellville, Pope County, Ark., on February 18, 1957; graduated from Russellville High School, Russellville, Ark., 1975; B.A., Arkansas Tech University, Russellville, Ark., 1979; Arkansas Army National Guard, 1979-2009; radio station manager; consultant; member of the Rogers, Ark., city council, 1983-1984 and 1997-1998; Mayor of Rogers, Ark., 1999-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present); chair, Committee on Budget (One Hundred Fifteenth Congress); chair, Joint Select Committee on Budget and Appropriations Process Reform (One Hundred Fifteenth Congress)."
D000096,Danny,Davis,1941-09-06,Democrat,IL,"a Representative from Illinois; born in Parkdale, Ashley County, Ark., September 6, 1941; graduated from Savage High School, Parkdale, Ark., 1957; B.A., Arkansas A.M.&amp;N. College, Pine Bluff, Ark., 1961; M.S., Chicago State University, Chicago, Ill., 1968; Ph.D., Union Institute, Cincinnati, Ohio, 1977; clerk, Chicago, Ill., Post Office, 1961-1965; teacher, Chicago, Ill., public schools, 1962-1968; executive director, Greater Lawndale Conservation Commission, 1969; director of training, Martin L. King Neighborhood Health Center, 1969-1971; executive director, Westside Health Planning Organization, 1975-1981; alderman, Chicago, Ill., city council, 1979-1990; commissioner, Cook County, Ill., board, 1990-1996; college professor; unsuccessful candidate for nomination to the Ninety-Ninth Congress in 1984; unsuccessful candidate for nomination to the One Hundredth Congress in 1986; elected as a Democrat to the One Hundred Fifth and to the twelve succeeding Congresses (January 3, 1997-present)."
B001277,Richard,Blumenthal,1946,Democrat,CT,"A Senator from Connecticut; born in Brooklyn, N.Y., February 13, 1946; graduated Harvard University, B.A., 1967; attended Cambridge University, 1967-1968; graduated Yale University, J.D., 1973; editor-in-chief of the Yale Law Journal; served in the United States Marine Corps Reserves 1970-1976; White House aide 1969-1970; law clerk to United States Supreme Court Justice Harry A. Blackmun 1974-1975; administrative assistant to Senator Abraham Ribicoff 1975-1976; United States Attorney for Connecticut 1977-1981; lawyer; member of the Connecticut state house of representatives 1984-1987; member of the Connecticut state senate 1987-1990; attorney general of Connecticut 1991-2010; elected as a Democrat to the United States Senate in 2010; reelected in 2016 for the term ending January 3, 2023."
J000294,Hakeem,Jeffries,1970-08-04,Democrat,NY,"<p>A Representative from New York; born in Brooklyn, Kings County, N.Y., August 4, 1970; B.A., Binghamton University, Vestal, N.Y., 1992; M.P.P., Georgetown University, Washington, D.C., 1994; J.D., New York University, New York, N.Y., 1997; law clerk, United States District Court for the Southern District of New York, 1997-1998; lawyer, private practice; member of the New York state assembly, 2007-2012; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present); one of the managers appointed by the House of Representatives in 2020 to conduct the impeachment proceedings of Donald J. Trump, President of the United States; chair, House Democratic Caucus (One Hundred Sixteenth and One Hundred Seventeenth Congresses).</p>"
